,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area
21352,Maize,1995,11868,2280.0,876.0,27.2,Kenya
21360,Maize,1996,11620,2280.0,2041.7,26.76,Kenya
21368,Maize,1997,11374,2280.0,3207.4,27.43,Kenya
21376,Maize,1998,11941,2280.0,4373.1,27.83,Kenya
21384,Maize,1999,11542,2280.0,4097.16,26.82,Kenya
21392,Maize,2000,12677,2280.0,3925.63,26.73,Kenya
21400,Maize,2001,13241,2280.0,3603.5,26.78,Kenya
21408,Maize,2002,13369,2280.0,5715.36,27.0,Kenya
21416,Maize,2004,13730,2280.0,4581.73,27.22,Kenya
21424,Maize,2005,14021,2280.0,9391.92,27.2,Kenya
21432,Maize,2006,14626,2280.0,6889.26,27.35,Kenya
21440,Maize,2007,13776,2280.0,9850.26,27.23,Kenya
21448,Maize,2008,13311,2280.0,10173.91,26.75,Kenya
21456,Maize,2009,15605,2280.0,9387.95,27.23,Kenya
21464,Maize,2010,13393,2280.0,12242.19,27.01,Kenya
21472,Maize,2011,14101,2280.0,4932.05,26.94,Kenya
21480,Maize,2012,13493,2280.0,4413.82,26.91,Kenya
21488,Maize,2013,11809,2280.0,4413.82,27.26,Kenya
21496,Maize,1990,3139,151.0,62.0,29.71,Kenya
21503,Maize,1991,6629,151.0,62.0,29.4,Kenya
21510,Maize,1992,20000,151.0,62.0,28.99,Kenya
21517,Maize,1993,40000,151.0,62.0,29.64,Kenya
21524,Maize,1994,8309,151.0,62.0,29.05,Kenya
21531,Maize,1995,12642,151.0,62.0,29.56,Kenya
21538,Maize,1996,7250,151.0,22.0,29.71,Kenya
21545,Maize,1997,10269,151.0,34.0,29.73,Kenya
21552,Maize,1998,15173,151.0,36.0,29.97,Kenya
21559,Maize,1999,3242,151.0,26.0,29.65,Kenya
21566,Maize,2000,6154,151.0,62.0,29.43,Kenya
21573,Maize,2001,2612,151.0,31.0,29.46,Kenya
21580,Maize,2002,5853,151.0,29.44,29.71,Kenya
21587,Maize,2004,7509,151.0,26.31,29.8,Kenya
21594,Maize,2005,8255,151.0,24.75,30.02,Kenya
21601,Maize,2006,11227,151.0,21.12,29.78,Kenya
21608,Maize,2007,10874,151.0,30.57,29.85,Kenya
21615,Maize,2008,9589,151.0,12.04,29.3,Kenya
21622,Maize,2009,9014,151.0,7.32,30.32,Kenya
21629,Maize,2010,7869,151.0,11.49,30.32,Kenya
21636,Maize,2011,8405,151.0,10.59,30.1,Kenya
21643,Maize,2012,10437,151.0,21.37,29.61,Kenya
21650,Maize,2013,12326,151.0,21.37,30.42,Kenya
21702,Maize,1990,14014,494.0,5299.0,24.81,Kenya
21703,Maize,1990,14014,494.0,5299.0,23.14,Kenya
21704,Maize,1990,14014,494.0,5299.0,27.0,Kenya
21705,Maize,1990,14014,494.0,5299.0,23.14,Kenya
21706,Maize,1990,14014,494.0,5299.0,26.39,Kenya
21707,Maize,1990,14014,494.0,5299.0,24.81,Kenya
21708,Maize,1990,14014,494.0,5299.0,26.23,Kenya
21709,Maize,1990,14014,494.0,5299.0,19.36,Kenya
21710,Maize,1990,14014,494.0,5299.0,23.14,Kenya
21765,Maize,1991,14235,494.0,5962.0,24.38,Kenya
21766,Maize,1991,14235,494.0,5962.0,22.48,Kenya
21767,Maize,1991,14235,494.0,5962.0,26.98,Kenya
21768,Maize,1991,14235,494.0,5962.0,22.48,Kenya
21769,Maize,1991,14235,494.0,5962.0,26.34,Kenya
21770,Maize,1991,14235,494.0,5962.0,24.38,Kenya
21771,Maize,1991,14235,494.0,5962.0,25.87,Kenya
21772,Maize,1991,14235,494.0,5962.0,18.48,Kenya
21773,Maize,1991,14235,494.0,5962.0,22.48,Kenya
21828,Maize,1992,13966,494.0,5518.0,24.31,Kenya
21829,Maize,1992,13966,494.0,5518.0,22.36,Kenya
21830,Maize,1992,13966,494.0,5518.0,26.91,Kenya
21831,Maize,1992,13966,494.0,5518.0,22.36,Kenya
21832,Maize,1992,13966,494.0,5518.0,26.36,Kenya
21833,Maize,1992,13966,494.0,5518.0,24.31,Kenya
21834,Maize,1992,13966,494.0,5518.0,25.71,Kenya
21835,Maize,1992,13966,494.0,5518.0,18.34,Kenya
21836,Maize,1992,13966,494.0,5518.0,22.36,Kenya
21891,Maize,1993,13983,494.0,4945.0,25.04,Kenya
21892,Maize,1993,13983,494.0,4945.0,23.08,Kenya
21893,Maize,1993,13983,494.0,4945.0,27.72,Kenya
21894,Maize,1993,13983,494.0,4945.0,23.08,Kenya
21895,Maize,1993,13983,494.0,4945.0,27.25,Kenya
21896,Maize,1993,13983,494.0,4945.0,25.04,Kenya
21897,Maize,1993,13983,494.0,4945.0,26.51,Kenya
21898,Maize,1993,13983,494.0,4945.0,18.91,Kenya
21899,Maize,1993,13983,494.0,4945.0,23.08,Kenya
21954,Maize,1994,15004,494.0,6183.0,24.78,Kenya
21955,Maize,1994,15004,494.0,6183.0,22.93,Kenya
21956,Maize,1994,15004,494.0,6183.0,26.87,Kenya
21957,Maize,1994,15004,494.0,6183.0,22.93,Kenya
21958,Maize,1994,15004,494.0,6183.0,26.36,Kenya
21959,Maize,1994,15004,494.0,6183.0,24.78,Kenya
21960,Maize,1994,15004,494.0,6183.0,26.13,Kenya
21961,Maize,1994,15004,494.0,6183.0,18.78,Kenya
21962,Maize,1994,15004,494.0,6183.0,22.93,Kenya
22017,Maize,1995,16908,494.0,7681.0,24.58,Kenya
22018,Maize,1995,16908,494.0,7681.0,22.61,Kenya
22019,Maize,1995,16908,494.0,7681.0,27.11,Kenya
22020,Maize,1995,16908,494.0,7681.0,22.61,Kenya
22021,Maize,1995,16908,494.0,7681.0,26.63,Kenya
22022,Maize,1995,16908,494.0,7681.0,24.58,Kenya
22023,Maize,1995,16908,494.0,7681.0,26.09,Kenya
22024,Maize,1995,16908,494.0,7681.0,18.68,Kenya
22025,Maize,1995,16908,494.0,7681.0,22.61,Kenya
22080,Maize,1996,15884,494.0,11955.0,24.43,Kenya
22081,Maize,1996,15884,494.0,11955.0,22.61,Kenya
22082,Maize,1996,15884,494.0,11955.0,27.17,Kenya
22083,Maize,1996,15884,494.0,11955.0,22.61,Kenya
22084,Maize,1996,15884,494.0,11955.0,26.5,Kenya
22085,Maize,1996,15884,494.0,11955.0,24.43,Kenya
22086,Maize,1996,15884,494.0,11955.0,25.92,Kenya
22087,Maize,1996,15884,494.0,11955.0,18.72,Kenya
22088,Maize,1996,15884,494.0,11955.0,22.61,Kenya
22143,Maize,1997,16352,494.0,16936.0,23.76,Kenya
22144,Maize,1997,16352,494.0,16936.0,22.14,Kenya
22145,Maize,1997,16352,494.0,16936.0,26.82,Kenya
22146,Maize,1997,16352,494.0,16936.0,22.14,Kenya
22147,Maize,1997,16352,494.0,16936.0,26.29,Kenya
22148,Maize,1997,16352,494.0,16936.0,23.76,Kenya
22149,Maize,1997,16352,494.0,16936.0,25.16,Kenya
22150,Maize,1997,16352,494.0,16936.0,18.62,Kenya
22151,Maize,1997,16352,494.0,16936.0,22.14,Kenya
22206,Maize,1998,17853,494.0,18406.0,24.91,Kenya
22207,Maize,1998,17853,494.0,18406.0,23.11,Kenya
22208,Maize,1998,17853,494.0,18406.0,27.89,Kenya
22209,Maize,1998,17853,494.0,18406.0,23.11,Kenya
22210,Maize,1998,17853,494.0,18406.0,27.36,Kenya
22211,Maize,1998,17853,494.0,18406.0,24.91,Kenya
22212,Maize,1998,17853,494.0,18406.0,26.41,Kenya
22213,Maize,1998,17853,494.0,18406.0,19.15,Kenya
22214,Maize,1998,17853,494.0,18406.0,23.11,Kenya
22269,Maize,1999,17169,494.0,20450.0,25.5,Kenya
22270,Maize,1999,17169,494.0,20450.0,23.8,Kenya
22271,Maize,1999,17169,494.0,20450.0,27.54,Kenya
22272,Maize,1999,17169,494.0,20450.0,23.8,Kenya
22273,Maize,1999,17169,494.0,20450.0,27.14,Kenya
22274,Maize,1999,17169,494.0,20450.0,25.5,Kenya
22275,Maize,1999,17169,494.0,20450.0,26.8,Kenya
22276,Maize,1999,17169,494.0,20450.0,19.84,Kenya
22277,Maize,1999,17169,494.0,20450.0,23.8,Kenya
22332,Maize,2000,17086,494.0,27885.0,25.32,Kenya
22333,Maize,2000,17086,494.0,27885.0,23.6,Kenya
22334,Maize,2000,17086,494.0,27885.0,27.73,Kenya
22335,Maize,2000,17086,494.0,27885.0,23.6,Kenya
22336,Maize,2000,17086,494.0,27885.0,27.12,Kenya
22337,Maize,2000,17086,494.0,27885.0,25.32,Kenya
22338,Maize,2000,17086,494.0,27885.0,26.71,Kenya
22339,Maize,2000,17086,494.0,27885.0,19.68,Kenya
22340,Maize,2000,17086,494.0,27885.0,23.6,Kenya
22395,Maize,2001,17631,494.0,11871.0,25.18,Kenya
22396,Maize,2001,17631,494.0,11871.0,23.62,Kenya
22397,Maize,2001,17631,494.0,11871.0,27.7,Kenya
22398,Maize,2001,17631,494.0,11871.0,23.62,Kenya
22399,Maize,2001,17631,494.0,11871.0,27.28,Kenya
22400,Maize,2001,17631,494.0,11871.0,25.18,Kenya
22401,Maize,2001,17631,494.0,11871.0,26.5,Kenya
22402,Maize,2001,17631,494.0,11871.0,19.79,Kenya
22403,Maize,2001,17631,494.0,11871.0,23.62,Kenya
22458,Maize,2002,18448,494.0,10881.83,25.61,Kenya
22459,Maize,2002,18448,494.0,10881.83,23.83,Kenya
22460,Maize,2002,18448,494.0,10881.83,27.88,Kenya
22461,Maize,2002,18448,494.0,10881.83,23.83,Kenya
22462,Maize,2002,18448,494.0,10881.83,27.2,Kenya
22463,Maize,2002,18448,494.0,10881.83,25.61,Kenya
22464,Maize,2002,18448,494.0,10881.83,27.0,Kenya
22465,Maize,2002,18448,494.0,10881.83,19.7,Kenya
22466,Maize,2002,18448,494.0,10881.83,23.83,Kenya
22521,Maize,2004,28488,494.0,8903.48,25.55,Kenya
22522,Maize,2004,28488,494.0,8903.48,23.78,Kenya
22523,Maize,2004,28488,494.0,8903.48,27.94,Kenya
22524,Maize,2004,28488,494.0,8903.48,23.78,Kenya
22525,Maize,2004,28488,494.0,8903.48,27.5,Kenya
22526,Maize,2004,28488,494.0,8903.48,25.55,Kenya
22527,Maize,2004,28488,494.0,8903.48,26.96,Kenya
22528,Maize,2004,28488,494.0,8903.48,19.93,Kenya
22529,Maize,2004,28488,494.0,8903.48,23.78,Kenya
22584,Maize,2005,29843,494.0,7914.31,24.66,Kenya
22585,Maize,2005,29843,494.0,7914.31,22.8,Kenya
22586,Maize,2005,29843,494.0,7914.31,27.21,Kenya
22587,Maize,2005,29843,494.0,7914.31,22.8,Kenya
22588,Maize,2005,29843,494.0,7914.31,26.8,Kenya
22589,Maize,2005,29843,494.0,7914.31,24.66,Kenya
22590,Maize,2005,29843,494.0,7914.31,26.04,Kenya
22591,Maize,2005,29843,494.0,7914.31,18.75,Kenya
22592,Maize,2005,29843,494.0,7914.31,22.8,Kenya
22647,Maize,2006,30368,494.0,6925.13,25.17,Kenya
22648,Maize,2006,30368,494.0,6925.13,23.28,Kenya
22649,Maize,2006,30368,494.0,6925.13,27.29,Kenya
22650,Maize,2006,30368,494.0,6925.13,23.28,Kenya
22651,Maize,2006,30368,494.0,6925.13,26.73,Kenya
22652,Maize,2006,30368,494.0,6925.13,25.17,Kenya
22653,Maize,2006,30368,494.0,6925.13,26.46,Kenya
22654,Maize,2006,30368,494.0,6925.13,19.53,Kenya
22655,Maize,2006,30368,494.0,6925.13,23.28,Kenya
22710,Maize,2007,34265,494.0,5935.96,25.16,Kenya
22711,Maize,2007,34265,494.0,5935.96,23.33,Kenya
22712,Maize,2007,34265,494.0,5935.96,27.69,Kenya
22713,Maize,2007,34265,494.0,5935.96,23.33,Kenya
22714,Maize,2007,34265,494.0,5935.96,27.21,Kenya
22715,Maize,2007,34265,494.0,5935.96,25.16,Kenya
22716,Maize,2007,34265,494.0,5935.96,26.53,Kenya
22717,Maize,2007,34265,494.0,5935.96,19.5,Kenya
22718,Maize,2007,34265,494.0,5935.96,23.33,Kenya
22773,Maize,2008,34154,494.0,4946.79,24.89,Kenya
22774,Maize,2008,34154,494.0,4946.79,23.21,Kenya
22775,Maize,2008,34154,494.0,4946.79,27.23,Kenya
22776,Maize,2008,34154,494.0,4946.79,23.21,Kenya
22777,Maize,2008,34154,494.0,4946.79,26.74,Kenya
22778,Maize,2008,34154,494.0,4946.79,24.89,Kenya
22779,Maize,2008,34154,494.0,4946.79,26.33,Kenya
22780,Maize,2008,34154,494.0,4946.79,19.34,Kenya
22781,Maize,2008,34154,494.0,4946.79,23.21,Kenya
22836,Maize,2009,34879,494.0,3957.61,25.37,Kenya
22837,Maize,2009,34879,494.0,3957.61,23.62,Kenya
22838,Maize,2009,34879,494.0,3957.61,27.88,Kenya
22839,Maize,2009,34879,494.0,3957.61,23.62,Kenya
22840,Maize,2009,34879,494.0,3957.61,27.41,Kenya
22841,Maize,2009,34879,494.0,3957.61,25.37,Kenya
22842,Maize,2009,34879,494.0,3957.61,26.68,Kenya
22843,Maize,2009,34879,494.0,3957.61,19.3,Kenya
22844,Maize,2009,34879,494.0,3957.61,23.62,Kenya
22899,Maize,2010,38052,494.0,2968.44,25.48,Kenya
22900,Maize,2010,38052,494.0,2968.44,23.75,Kenya
22901,Maize,2010,38052,494.0,2968.44,28.0,Kenya
22902,Maize,2010,38052,494.0,2968.44,23.75,Kenya
22903,Maize,2010,38052,494.0,2968.44,27.45,Kenya
22904,Maize,2010,38052,494.0,2968.44,25.48,Kenya
22905,Maize,2010,38052,494.0,2968.44,26.79,Kenya
22906,Maize,2010,38052,494.0,2968.44,19.52,Kenya
22907,Maize,2010,38052,494.0,2968.44,23.75,Kenya
22962,Maize,2011,39897,494.0,1979.27,24.98,Kenya
22963,Maize,2011,39897,494.0,1979.27,23.36,Kenya
22964,Maize,2011,39897,494.0,1979.27,27.41,Kenya
22965,Maize,2011,39897,494.0,1979.27,23.36,Kenya
22966,Maize,2011,39897,494.0,1979.27,27.02,Kenya
22967,Maize,2011,39897,494.0,1979.27,24.98,Kenya
22968,Maize,2011,39897,494.0,1979.27,26.32,Kenya
22969,Maize,2011,39897,494.0,1979.27,19.53,Kenya
22970,Maize,2011,39897,494.0,1979.27,23.36,Kenya
23025,Maize,2012,39830,494.0,990.09,24.87,Kenya
23026,Maize,2012,39830,494.0,990.09,23.1,Kenya
23027,Maize,2012,39830,494.0,990.09,27.23,Kenya
23028,Maize,2012,39830,494.0,990.09,23.1,Kenya
23029,Maize,2012,39830,494.0,990.09,26.75,Kenya
23030,Maize,2012,39830,494.0,990.09,24.87,Kenya
23031,Maize,2012,39830,494.0,990.09,26.11,Kenya
23032,Maize,2012,39830,494.0,990.09,18.74,Kenya
23033,Maize,2012,39830,494.0,990.09,23.1,Kenya
23088,Maize,2013,42313,494.0,0.92,25.95,Kenya
23089,Maize,2013,42313,494.0,0.92,24.27,Kenya
23090,Maize,2013,42313,494.0,0.92,27.9,Kenya
23091,Maize,2013,42313,494.0,0.92,24.27,Kenya
23092,Maize,2013,42313,494.0,0.92,27.21,Kenya
23093,Maize,2013,42313,494.0,0.92,25.95,Kenya
23094,Maize,2013,42313,494.0,0.92,27.38,Kenya
23095,Maize,2013,42313,494.0,0.92,19.98,Kenya
23096,Maize,2013,42313,494.0,0.92,24.27,Kenya
23152,Maize,1990,25000,3142.0,121.0,25.27,Kenya
23159,Maize,1991,25000,3142.0,121.0,25.04,Kenya
23166,Maize,1992,28872,3142.0,121.0,25.3,Kenya
23173,Maize,1993,30769,3142.0,172.0,25.02,Kenya
23180,Maize,1994,33615,3142.0,176.0,25.07,Kenya
23187,Maize,1995,35714,3142.0,105.0,25.44,Kenya
23194,Maize,1996,45199,3142.0,105.0,25.41,Kenya
23201,Maize,1997,60000,3142.0,105.0,24.86,Kenya
23208,Maize,1998,55543,3142.0,105.0,26.05,Kenya
23215,Maize,1999,54167,3142.0,105.0,25.38,Kenya
23222,Maize,2000,55385,3142.0,105.0,25.4,Kenya
23229,Maize,2001,59286,3142.0,105.0,25.43,Kenya
23236,Maize,2002,52970,3142.0,105.0,25.48,Kenya
23243,Maize,2004,46154,3142.0,105.0,25.23,Kenya
23250,Maize,2005,46667,3142.0,105.0,25.51,Kenya
23257,Maize,2006,45000,3142.0,105.0,25.04,Kenya
23264,Maize,2007,47059,3142.0,105.0,25.2,Kenya
23271,Maize,2008,45455,3142.0,105.0,25.17,Kenya
23278,Maize,2009,47718,3142.0,105.0,25.08,Kenya
23285,Maize,2010,50000,3142.0,105.0,25.74,Kenya
23292,Maize,2011,57778,3142.0,105.0,25.17,Kenya
23299,Maize,2012,47619,3142.0,105.0,25.14,Kenya
23306,Maize,2013,54545,3142.0,105.0,25.44,Kenya
23313,Maize,1990,19532,1738.0,3134.0,16.84,Kenya
23322,Maize,1991,19213,1738.0,3134.0,17.15,Kenya
23331,Maize,1992,18858,1738.0,3134.0,17.96,Kenya
23340,Maize,1993,21634,1738.0,3134.0,17.56,Kenya
23349,Maize,1994,20891,1738.0,3134.0,17.31,Kenya
23358,Maize,1995,19593,1738.0,3134.0,17.26,Kenya
23367,Maize,1996,25267,1738.0,3755.0,16.45,Kenya
23376,Maize,1997,20008,1738.0,4307.0,18.62,Kenya
23385,Maize,1998,21121,1738.0,4374.0,18.13,Kenya
23394,Maize,1999,23053,1738.0,4029.0,16.65,Kenya
23403,Maize,2000,24119,1738.0,5175.0,17.02,Kenya
23412,Maize,2001,25887,1738.0,8414.17,16.95,Kenya
23421,Maize,2002,26708,1738.0,8322.88,17.44,Kenya
23430,Maize,2004,26734,1738.0,8941.22,17.29,Kenya
23439,Maize,2005,26289,1738.0,10227.74,17.02,Kenya
23448,Maize,2006,27129,1738.0,12074.5,17.61,Kenya
23457,Maize,2007,28371,1738.0,9011.14,16.68,Kenya
23466,Maize,2008,29673,1738.0,12598.66,17.34,Kenya
23475,Maize,2009,30290,1738.0,11531.33,17.4,Kenya
23484,Maize,2010,30999,1738.0,15590.54,16.97,Kenya
23493,Maize,2011,31866,1738.0,15436.91,17.03,Kenya
23502,Maize,2012,33084,1738.0,18885.82,17.68,Kenya
23511,Maize,2013,32686,1738.0,17942.97,17.0,Kenya
23519,Maize,1990,49126,600.0,5422.0,9.2,Kenya
23522,Maize,1991,48468,600.0,5422.0,7.9,Kenya
23525,Maize,1992,36699,600.0,7363.0,8.65,Kenya
23528,Maize,1993,53160,600.0,8825.0,7.67,Kenya
23531,Maize,1994,37503,600.0,9330.0,8.78,Kenya
23534,Maize,1995,49586,600.0,7136.0,8.16,Kenya
23537,Maize,1996,50514,600.0,9824.0,6.71,Kenya
23540,Maize,1997,54011,600.0,9501.0,7.81,Kenya
23543,Maize,1998,58272,600.0,8699.0,8.17,Kenya
23546,Maize,1999,57506,600.0,8466.0,8.96,Kenya
23549,Maize,2000,60637,600.0,8848.0,9.56,Kenya
23552,Maize,2001,60683,600.0,8855.0,8.26,Kenya
23555,Maize,2002,61563,600.0,10358.0,9.14,Kenya
23558,Maize,2004,56935,600.0,8726.0,8.33,Kenya
23562,Maize,2005,57329,600.0,16039.0,8.43,Kenya
23566,Maize,2006,41609,600.0,17101.0,8.64,Kenya
23570,Maize,2007,65743,600.0,18721.0,9.32,Kenya
23574,Maize,2008,58149,600.0,20611.02,9.51,Kenya
23578,Maize,2009,62262,600.0,18493.03,8.5,Kenya
23582,Maize,2010,59824,600.0,19449.02,7.67,Kenya
23586,Maize,2011,71770,600.0,21779.27,8.84,Kenya
23590,Maize,2012,73481,600.0,21885.99,8.48,Kenya
23594,Maize,2013,65761,600.0,22204.46,9.32,Kenya
23597,Maize,1990,30334,854.0,9357.0,16.55,Kenya
23603,Maize,1991,30411,854.0,9357.0,16.09,Kenya
23609,Maize,1992,34547,854.0,6117.0,15.95,Kenya
23615,Maize,1993,37231,854.0,8985.0,15.33,Kenya
23621,Maize,1994,40939,854.0,9580.0,16.12,Kenya
23627,Maize,1995,43624,854.0,11815.0,17.23,Kenya
23633,Maize,1996,46766,854.0,12457.0,16.12,Kenya
23639,Maize,1997,49592,854.0,12750.0,17.1,Kenya
23645,Maize,1998,53704,854.0,14389.0,16.4,Kenya
23651,Maize,1999,57089,854.0,15411.0,16.09,Kenya
23657,Maize,2000,57808,854.0,15470.0,16.23,Kenya
23663,Maize,2001,58929,854.0,15503.0,16.2,Kenya
23669,Maize,2002,57285,854.0,17452.0,16.19,Kenya
23675,Maize,2004,57869,854.0,16942.0,16.31,Kenya
23681,Maize,2005,46805,854.0,16353.0,16.43,Kenya
23687,Maize,2006,52885,854.0,15702.0,16.84,Kenya
23693,Maize,2007,58412,854.0,16682.39,16.11,Kenya
23699,Maize,2008,63278,854.0,17080.26,16.12,Kenya
23705,Maize,2009,66936,854.0,13984.91,16.84,Kenya
23711,Maize,2010,69295,854.0,13774.18,16.5,Kenya
23717,Maize,2011,81040,854.0,14024.98,16.91,Kenya
23723,Maize,2012,83042,854.0,12444.24,16.24,Kenya
23729,Maize,2013,83149,854.0,10126.8,16.77,Kenya
23735,Maize,1990,135000,74.0,3.0,27.38,Kenya
23738,Maize,1991,121818,74.0,3.0,26.77,Kenya
23741,Maize,1992,124583,74.0,3.0,26.22,Kenya
23744,Maize,1993,126667,74.0,3.0,27.1,Kenya
23747,Maize,1994,124074,74.0,3.0,27.59,Kenya
23750,Maize,1995,125806,74.0,4.0,27.16,Kenya
23753,Maize,1996,125692,74.0,6.0,27.66,Kenya
23756,Maize,1997,125694,74.0,21.5,27.23,Kenya
23759,Maize,1998,124348,74.0,37.0,28.48,Kenya
23762,Maize,1999,124639,74.0,52.5,28.62,Kenya
23765,Maize,2000,125175,74.0,68.0,28.06,Kenya
23768,Maize,2001,125299,74.0,68.0,28.36,Kenya
23771,Maize,2002,124627,74.0,68.0,28.25,Kenya
23774,Maize,2004,126304,74.0,68.0,28.2,Kenya
23777,Maize,2005,124776,74.0,68.0,28.09,Kenya
23780,Maize,2006,118571,74.0,68.0,28.12,Kenya
23783,Maize,2007,181429,74.0,68.0,28.23,Kenya
23786,Maize,2008,181429,74.0,68.0,27.92,Kenya
23789,Maize,2009,192857,74.0,68.0,28.17,Kenya
23792,Maize,2010,207556,74.0,68.0,28.93,Kenya
23795,Maize,2011,125556,74.0,68.0,28.23,Kenya
23798,Maize,2012,124894,74.0,68.0,28.54,Kenya
23801,Maize,2013,124845,74.0,68.0,28.68,Kenya
23804,Maize,1990,27606,637.0,25255.0,12.26,Kenya
23810,Maize,1991,40766,637.0,19898.0,10.55,Kenya
23816,Maize,1992,20469,637.0,15134.0,11.55,Kenya
23822,Maize,1993,26054,637.0,24252.0,10.78,Kenya
23828,Maize,1994,31317,637.0,21811.0,12.7,Kenya
23834,Maize,1995,31915,637.0,20113.0,11.21,Kenya
23840,Maize,1996,29319,637.0,17425.0,10.71,Kenya
23846,Maize,1997,42171,637.0,15349.0,10.46,Kenya
23852,Maize,1998,27892,637.0,13979.0,11.37,Kenya
23858,Maize,1999,36403,637.0,11280.0,12.34,Kenya
23864,Maize,2000,17128,637.0,9427.4,12.44,Kenya
23870,Maize,2001,31232,637.0,7871.1,11.9,Kenya
23876,Maize,2002,30421,637.0,7875.7,12.24,Kenya
23882,Maize,2004,45497,637.0,6778.2,11.63,Kenya
23888,Maize,2005,39816,637.0,7565.7,11.25,Kenya
23894,Maize,2006,35754,637.0,6733.2,11.63,Kenya
23900,Maize,2007,17030,637.0,6314.0,12.99,Kenya
23906,Maize,2008,32271,637.0,7193.7,12.5,Kenya
23912,Maize,2009,34169,637.0,6548.7,12.47,Kenya
23918,Maize,2010,43176,637.0,7249.2,11.94,Kenya
23924,Maize,2011,45292,637.0,6582.9,11.26,Kenya
23930,Maize,2012,21870,637.0,6418.7,12.33,Kenya
23936,Maize,2013,44941,637.0,6947.9,13.94,Kenya
23943,Maize,1990,10252,1212.0,157.0,19.39,Kenya
23952,Maize,1991,11556,1212.0,107.0,19.22,Kenya
23961,Maize,1992,12250,1212.0,97.0,19.54,Kenya
23970,Maize,1993,17400,1212.0,127.4,19.53,Kenya
23979,Maize,1994,16750,1212.0,157.8,19.55,Kenya
23988,Maize,1995,11200,1212.0,188.2,19.81,Kenya
23997,Maize,1996,11099,1212.0,218.6,19.31,Kenya
24006,Maize,1997,10908,1212.0,249.0,19.78,Kenya
24015,Maize,1998,8231,1212.0,157.0,19.79,Kenya
24024,Maize,1999,7556,1212.0,152.0,19.35,Kenya
24033,Maize,2000,7018,1212.0,147.0,19.59,Kenya
24042,Maize,2001,7671,1212.0,72.0,19.5,Kenya
24051,Maize,2002,8763,1212.0,106.34,19.77,Kenya
24060,Maize,2004,7670,1212.0,159.54,19.93,Kenya
24069,Maize,2005,8889,1212.0,222.92,20.29,Kenya
24078,Maize,2006,8531,1212.0,288.72,20.02,Kenya
24087,Maize,2007,7201,1212.0,398.11,19.6,Kenya
24096,Maize,2008,11515,1212.0,321.75,19.56,Kenya
24105,Maize,2009,19503,1212.0,1187.6,19.84,Kenya
24114,Maize,2010,23416,1212.0,953.85,20.12,Kenya
24123,Maize,2011,23529,1212.0,181.6,19.59,Kenya
24132,Maize,2012,22587,1212.0,925.52,19.79,Kenya
24141,Maize,2013,22845,1212.0,1841.5,19.93,Kenya
24149,Maize,1990,17992,59.0,994.0,25.86,Kenya
24150,Maize,1990,17992,59.0,994.0,25.7,Kenya
24157,Maize,1991,21166,59.0,994.0,25.94,Kenya
24158,Maize,1991,21166,59.0,994.0,25.43,Kenya
24165,Maize,1992,20733,59.0,994.0,24.74,Kenya
24166,Maize,1992,20733,59.0,994.0,24.37,Kenya
24173,Maize,1993,21725,59.0,994.0,25.9,Kenya
24174,Maize,1993,21725,59.0,994.0,25.42,Kenya
24181,Maize,1994,19523,59.0,994.0,26.26,Kenya
24182,Maize,1994,19523,59.0,994.0,26.08,Kenya
24189,Maize,1995,19522,59.0,994.0,26.33,Kenya
24190,Maize,1995,19522,59.0,994.0,25.64,Kenya
24197,Maize,1996,19583,59.0,994.0,26.37,Kenya
24198,Maize,1996,19583,59.0,994.0,26.28,Kenya
24205,Maize,1997,17531,59.0,2513.0,25.88,Kenya
24206,Maize,1997,17531,59.0,2513.0,25.49,Kenya
24213,Maize,1998,20519,59.0,2683.37,26.48,Kenya
24214,Maize,1998,20519,59.0,2683.37,26.73,Kenya
24221,Maize,1999,18723,59.0,2853.74,26.75,Kenya
24222,Maize,1999,18723,59.0,2853.74,26.92,Kenya
24229,Maize,2000,62820,59.0,3024.11,26.62,Kenya
24230,Maize,2000,62820,59.0,3024.11,26.55,Kenya
24237,Maize,2001,40612,59.0,3194.48,26.6,Kenya
24238,Maize,2001,40612,59.0,3194.48,26.67,Kenya
24245,Maize,2002,36432,59.0,3364.86,26.63,Kenya
24246,Maize,2002,36432,59.0,3364.86,26.44,Kenya
24253,Maize,2004,38514,59.0,3705.6,26.53,Kenya
24254,Maize,2004,38514,59.0,3705.6,26.2,Kenya
24261,Maize,2005,37301,59.0,3875.97,26.47,Kenya
24262,Maize,2005,37301,59.0,3875.97,26.27,Kenya
24269,Maize,2006,58203,59.0,4046.34,26.42,Kenya
24270,Maize,2006,58203,59.0,4046.34,26.24,Kenya
24277,Maize,2007,56250,59.0,4216.71,26.58,Kenya
24278,Maize,2007,56250,59.0,4216.71,26.49,Kenya
24285,Maize,2008,56427,59.0,4372.61,26.64,Kenya
24286,Maize,2008,56427,59.0,4372.61,26.21,Kenya
24293,Maize,2009,54742,59.0,4528.51,26.9,Kenya
24294,Maize,2009,54742,59.0,4528.51,26.71,Kenya
24301,Maize,2010,53096,59.0,4684.4,27.3,Kenya
24302,Maize,2010,53096,59.0,4684.4,27.37,Kenya
24309,Maize,2011,59958,59.0,4840.3,26.57,Kenya
24310,Maize,2011,59958,59.0,4840.3,26.4,Kenya
